"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"3","com.b2cretailstore.core.payment.converters.populators.response","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/converters/populators/response/b2cretailstorePaymentInfoResultPopulator.java","3","38","This statement should have braces","Code Style","ControlStatementBraces"
"4","com.b2cretailstore.core.payment.converters.populators.response","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/converters/populators/response/b2cretailstorePaymentInfoResultPopulator.java","3","41","This statement should have braces","Code Style","ControlStatementBraces"
"1","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","3","47","Avoid unnecessary if..then..else statements when returning booleans","Design","SimplifyBooleanReturns"
"2","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","3","63","Ensure that resources like this PrintWriter object are closed after use","Error Prone","CloseResource"
"3","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","2","83","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","2","84","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","3","98","Ensure that resources like this PrintWriter object are closed after use","Error Prone","CloseResource"
"6","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","2","125","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"7","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","2","126","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"8","com.b2cretailstore.core.order.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/service/impl/Defaultb2cretailstoreReturnOrderExportService.java","3","149","Ensure that resources like this PrintWriter object are closed after use","Error Prone","CloseResource"
"1","com.b2cretailstore.core.payment.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/impl/Defaultb2cretailstorePaymentResponseInterpretationStrategy.java","4","8","Unused import 'de.hybris.platform.acceleratorservices.payment.strategies.impl.AbstractPaymentResponseInterpretationStrategy'","Code Style","UnnecessaryImport"
"1","com.b2cretailstore.core.order.util","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/util/b2cretailstoreOrderFileUtils.java","4","12","Unused import 'java.text.SimpleDateFormat'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.order.util","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/util/b2cretailstoreOrderFileUtils.java","3","26","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"3","com.b2cretailstore.core.order.util","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/util/b2cretailstoreOrderFileUtils.java","2","55","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.b2cretailstore.core.order.util","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/util/b2cretailstoreOrderFileUtils.java","2","56","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","com.b2cretailstore.core.order.util","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/util/b2cretailstoreOrderFileUtils.java","3","72","This statement should have braces","Code Style","ControlStatementBraces"
"6","com.b2cretailstore.core.order.util","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/util/b2cretailstoreOrderFileUtils.java","3","74","This statement should have braces","Code Style","ControlStatementBraces"
"1","com.b2cretailstore.core.product.dao","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/product/dao/b2cretailstoreProductDao.java","4","6","Unused import 'org.joda.time.DateTime'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.product.dao","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/product/dao/b2cretailstoreProductDao.java","1","22","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"3","com.b2cretailstore.core.product.dao","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/product/dao/b2cretailstoreProductDao.java","3","22","Unnecessary modifier 'public' on method 'getProductsToBeApproval': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"1","com.b2cretailstore.core.order.util","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/util/b2cretailstoreBackofficeUtils.java","3","6","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"1","com.b2cretailstore.core.product.service","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/product/service/b2cretailstoreProductService.java","1","21","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.b2cretailstore.core.newsletter.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/newsletter/service/impl/Defaultb2cretailstoreNewsletterService.java","2","114","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.b2cretailstore.core.newsletter.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/newsletter/service/impl/Defaultb2cretailstoreNewsletterService.java","2","207","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.payment.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/impl/Defaultb2cretailstoreCreditCardPaymentInfoCreateStrategy.java","2","133","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.payment.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/payment/impl/Defaultb2cretailstorePaymentService.java","2","113","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.order","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/b2cretailstoreOrderUtils.java","4","5","Unused import 'de.hybris.platform.core.model.order.AbstractOrderEntryModel'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.order","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/b2cretailstoreOrderUtils.java","4","11","Unused import 'java.math.BigDecimal'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.core.order","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/b2cretailstoreOrderUtils.java","4","12","Unused import 'java.math.RoundingMode'","Code Style","UnnecessaryImport"
"4","com.b2cretailstore.core.order","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/b2cretailstoreOrderUtils.java","3","18","Avoid unused private fields such as 'ONEHUNDRED'.","Best Practices","UnusedPrivateField"
"5","com.b2cretailstore.core.order","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/b2cretailstoreOrderUtils.java","3","173","Avoid unnecessary if..then..else statements when returning booleans","Design","SimplifyBooleanReturns"
"1","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","12","Unused import 'de.hybris.platform.commerceservices.event.OrderCancelledEvent'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","13","Unused import 'de.hybris.platform.commerceservices.externaltax.ExternalTaxesService'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","23","Unused import 'de.hybris.platform.order.CalculationService'","Code Style","UnnecessaryImport"
"4","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","25","Unused import 'de.hybris.platform.order.OrderService'","Code Style","UnnecessaryImport"
"5","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","27","Unused import 'de.hybris.platform.orderprocessing.model.OrderProcessModel'","Code Style","UnnecessaryImport"
"6","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","29","Unused import 'de.hybris.platform.promotions.PromotionsService'","Code Style","UnnecessaryImport"
"7","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","31","Unused import 'de.hybris.platform.servicelayer.event.EventService'","Code Style","UnnecessaryImport"
"8","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","32","Unused import 'de.hybris.platform.servicelayer.i18n.CommonI18NService'","Code Style","UnnecessaryImport"
"9","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","33","Unused import 'de.hybris.platform.servicelayer.model.ModelService'","Code Style","UnnecessaryImport"
"10","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","34","Unused import 'de.hybris.platform.site.BaseSiteService'","Code Style","UnnecessaryImport"
"11","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","35","Unused import 'de.hybris.platform.store.services.BaseStoreService'","Code Style","UnnecessaryImport"
"12","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","4","37","Unused import 'org.springframework.beans.factory.annotation.Required'","Code Style","UnnecessaryImport"
"13","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","2","63","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"14","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","2","111","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"15","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","3","140","Avoid unused private fields such as 'orderCancelledEventListener'.","Best Practices","UnusedPrivateField"
"16","com.b2cretailstore.core.order.strategies.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/order/strategies/impl/Defaultb2cretailstorePlaceOrderStrategy.java","3","158","Avoid creating BigDecimal with a decimal (float/double) literal. Use a String literal","Error Prone","AvoidDecimalLiteralsInBigDecimalConstructor"
"1","com.b2cretailstore.core.product.service.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/product/service/impl/Defaultb2cretailstorePriceService.java","2","59","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.core.search.solrfacetsearch.provider.impl","/b2cretailstore/bin/custom/b2cretailstorecore/src/com/b2cretailstore/core/search/solrfacetsearch/provider/impl/b2cretailstoreColorValueResolver.java","4","4","Unused import 'com.b2cretailstore.core.model.b2cretailstoreFlavorVariantProductModel'","Code Style","UnnecessaryImport"
